restaurant_name,restaurant_url,location,price_level,cuisine,michelin_distinction,raw_card_text,page_number
Jeju Noodle Bar,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar," New York, NY, USA",$$$,Korean,1 star,"Reserve a table | Jeju Noodle Bar | New York, NY, USA | $$$ · Korean",2
I Sodi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/i-sodi," New York, NY, USA",$$$,Italian,,"Reserve a table | I Sodi | New York, NY, USA | $$$ · Italian",2
Red Paper Clip,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/red-paper-clip," New York, NY, USA",$$$$,Contemporary,,"Reserve a table | Red Paper Clip | New York, NY, USA | $$$$ · Contemporary",2
Via Carota,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/via-carota," New York, NY, USA",$$,Italian,,"Via Carota | New York, NY, USA | $$ · Italian",2
Secchu Yokota,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/secchu-yokota," New York, NY, USA",$$$$,Japanese,,"Secchu Yokota | New York, NY, USA | $$$$ · Japanese",2
Loring Place,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/loring-place," New York, NY, USA",$$$,American,,"Reserve a table | Loring Place | New York, NY, USA | $$$ · American",2
Frevo,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/frevo," New York, NY, USA",$$$$,Contemporary,1 star,"Reserve a table | Frevo | New York, NY, USA | $$$$ · Contemporary",2
Adda,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/adda-1165339," New York, NY, USA",$$$,Indian,,"Reserve a table | Adda | New York, NY, USA | $$$ · Indian",2
Shmoné,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/shmone," New York, NY, USA",$$$$,Israeli,1 star,"Shmoné | New York, NY, USA | $$$$ · Israeli",2
CheLi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cheli," New York, NY, USA",$$,Chinese,bib,"Reserve a table | CheLi | New York, NY, USA | $$ · Chinese",2
Ariari,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ariari," New York, NY, USA",$$$,Korean,,"Reserve a table | Ariari | New York, NY, USA | $$$ · Korean",2
Soda Club,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/soda-club," New York, NY, USA",$$,Vegan,bib,"Reserve a table | Soda Club | New York, NY, USA | $$ · Vegan",2
Tuome,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome," New York, NY, USA",$$$,Fusion,1 star,"Reserve a table | Tuome | New York, NY, USA | $$$ · Fusion",2
MáLà Project,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/mala-project," New York, NY, USA",$$,Chinese,bib,"Reserve a table | MáLà Project | New York, NY, USA | $$ · Chinese",2
Nudibranch,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nudibranch," New York, NY, USA",$$,Contemporary,,"Reserve a table | Nudibranch | New York, NY, USA | $$ · Contemporary",2
Moody Tongue Sushi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/moody-tongue-sushi," New York, NY, USA",$$$$,Sushi,,"Reserve a table | Moody Tongue Sushi | New York, NY, USA | $$$$ · Sushi",2
Pylos,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/pylos," New York, NY, USA",$$$,Greek,,"Reserve a table | Pylos | New York, NY, USA | $$$ · Greek",2
Ruffian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ruffian," New York, NY, USA",$$,Contemporary,bib,"Ruffian | New York, NY, USA | $$ · Contemporary",2
"Yeobo, Darling",https://guide.michelin.com/us/en/california/menlo-park/restaurant/yeobo-darling," Menlo Park, CA, USA",$$$$,Korean Contemporary,,"Reserve a table | New | Yeobo, Darling | Menlo Park, CA, USA | $$$$ · Korean Contemporary",2
Corridor 109,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/corridor-109," Los Angeles, CA, USA",$$$$,Asian Contemporary,,"Reserve a table | New | Corridor 109 | Los Angeles, CA, USA | $$$$ · Asian Contemporary",2
Naides,https://guide.michelin.com/us/en/california/san-francisco/restaurant/naides," San Francisco, CA, USA",$$$$,Filipino,,"Reserve a table | New | Naides | San Francisco, CA, USA | $$$$ · Filipino",2
Little Mountain,https://guide.michelin.com/us/en/california/montecito/restaurant/little-mountain," Montecito, CA, USA",$$$,Californian,,"New | Little Mountain | Montecito, CA, USA | $$$ · Californian",2
Noreetuh,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noreetuh," New York, NY, USA",$$,"Fusion | Reserve a table | Avant Garden | New York, NY, USA | $$ · Vegan | Sobaya | New York, NY, USA | $ · Japanese | Miss Lily’s | New York, NY, USA | $$ · Jamaican | Reserve a table | Claud | New York, NY, USA | $$$ · Contemporary | Penny | New York, NY, USA | $$$ · Seafood | Superiority Burger | New York, NY, USA | $$ · Vegetarian | Reserve a table | The Office of Mr. Moto | New York, NY, USA | $$$$ · Japanese | Reserve a table | 4 Charles Prime Rib | New York, NY, USA | $$$$ · Steakhouse | Reserve a table | Smithereens | New York, NY, USA | $$$ · Seafood | Reserve a table | Bar Miller | New York, NY, USA | $$$$ · Japanese | Tsukimi | New York, NY, USA | $$$$ · Japanese | Reserve a table | Pranakhon | New York, NY, USA | $$$ · Thai | Reserve a table | Rosella | New York, NY, USA | $$$ · Japanese | Reserve a table | Kubeh | New York, NY, USA | $$ · Middle Eastern | Semma | New York, NY, USA | $$$ · Indian | HAGS | New York, NY, USA | $$$$ · Contemporary | Reserve a table | Kanoyama | New York, NY, USA | $$$$ · Japanese | Reserve a table | Momofuku Noodle Bar | New York, NY, USA | $$ · Asian | Al Badawi | Brooklyn, NY, USA | $$ · Middle Eastern | Bánh Anh Em | New York, NY, USA | $$ · Vietnamese | Reserve a table | Yellow Rose | New York, NY, USA | $$ · Tex-Mex | Reserve a table | Bartolo | New York, NY, USA | $$$ · Spanish | Odre | New York, NY, USA | $$ · Korean | Reserve a table | Soothr | New York, NY, USA | $$ · Thai | Reserve a table | Le B | New York, NY, USA | $$$$ · French | Reserve a table | Don Angie | New York, NY, USA | $$$ · Italian | Reserve a table | Kosaka | New York, NY, USA | $$$$ · Japanese | Ishq | New York, NY, USA | $$$ · Indian | Bangkok Supper Club | New York, NY, USA | $$$ · Thai | Reserve a table | Gage & Tollner | Brooklyn, NY, USA | $$$ · Steakhouse | Reserve a table | The Dining Room at The Guesthouse | New York, NY, USA | $$$$ · Contemporary | Saint Julivert Fisherie | Brooklyn, NY, USA | $$$ · Seafood | Reserve a table | La Vara | Brooklyn, NY, USA | $$ · Spanish | Kanyakumari | New York, NY, USA | $$$ · Indian | Reserve a table | Casa Mono | New York, NY, USA | $$$ · Spanish | Reserve a table | La Dong | New York, NY, USA | $$ · Vietnamese | Reserve a table | Kyma | New York, NY, USA | $$$ · Greek | Sal Tang's | Brooklyn, NY, USA | $$ · Chinese Contemporary | Reserve a table | Portale | New York, NY, USA | $$$ · Italian | Genesis House Restaurant | New York, NY, USA | $$$ · Korean | Reserve a table | abcV | New York, NY, USA | $$$ · Vegetarian | Reserve a table | Oceans | New York, NY, USA | $$$ · Seafood | Reserve a table | Carlotto | New York, NY, USA | $$$ · Contemporary | Reserve a table | Oiji Mi | New York, NY, USA | $$$$ · Korean | Reserve a table | bōm | New York, NY, USA | $$$$ · Korean | Reserve a table | Gramercy Tavern | New York, NY, USA | $$$$ · Contemporary | Rezdôra | New York, NY, USA | $$$$ · Italian",bib,"Reserve a table | Noreetuh | New York, NY, USA | $$ · Fusion | Reserve a table | Avant Garden | New York, NY, USA | $$ · Vegan | Sobaya | New York, NY, USA | $ · Japanese | Miss Lily’s | New York, NY, USA | $$ · Jamaican | Reserve a table | Claud | New York, NY, USA | $$$ · Contemporary | Penny | New York, NY, USA | $$$ · Seafood | Superiority Burger | New York, NY, USA | $$ · Vegetarian | Reserve a table | The Office of Mr. Moto | New York, NY, USA | $$$$ · Japanese | Reserve a table | 4 Charles Prime Rib | New York, NY, USA | $$$$ · Steakhouse | Reserve a table | Smithereens | New York, NY, USA | $$$ · Seafood | Reserve a table | Bar Miller | New York, NY, USA | $$$$ · Japanese | Tsukimi | New York, NY, USA | $$$$ · Japanese | Reserve a table | Pranakhon | New York, NY, USA | $$$ · Thai | Reserve a table | Rosella | New York, NY, USA | $$$ · Japanese | Reserve a table | Kubeh | New York, NY, USA | $$ · Middle Eastern | Semma | New York, NY, USA | $$$ · Indian | HAGS | New York, NY, USA | $$$$ · Contemporary | Reserve a table | Kanoyama | New York, NY, USA | $$$$ · Japanese | Reserve a table | Momofuku Noodle Bar | New York, NY, USA | $$ · Asian | Al Badawi | Brooklyn, NY, USA | $$ · Middle Eastern | Bánh Anh Em | New York, NY, USA | $$ · Vietnamese | Reserve a table | Yellow Rose | New York, NY, USA | $$ · Tex-Mex | Reserve a table | Bartolo | New York, NY, USA | $$$ · Spanish | Odre | New York, NY, USA | $$ · Korean | Reserve a table | Soothr | New York, NY, USA | $$ · Thai | Reserve a table | Le B | New York, NY, USA | $$$$ · French | Reserve a table | Don Angie | New York, NY, USA | $$$ · Italian | Reserve a table | Kosaka | New York, NY, USA | $$$$ · Japanese | Ishq | New York, NY, USA | $$$ · Indian | Bangkok Supper Club | New York, NY, USA | $$$ · Thai | Reserve a table | Gage & Tollner | Brooklyn, NY, USA | $$$ · Steakhouse | Reserve a table | The Dining Room at The Guesthouse | New York, NY, USA | $$$$ · Contemporary | Saint Julivert Fisherie | Brooklyn, NY, USA | $$$ · Seafood | Reserve a table | La Vara | Brooklyn, NY, USA | $$ · Spanish | Kanyakumari | New York, NY, USA | $$$ · Indian | Reserve a table | Casa Mono | New York, NY, USA | $$$ · Spanish | Reserve a table | La Dong | New York, NY, USA | $$ · Vietnamese | Reserve a table | Kyma | New York, NY, USA | $$$ · Greek | Sal Tang's | Brooklyn, NY, USA | $$ · Chinese Contemporary | Reserve a table | Portale | New York, NY, USA | $$$ · Italian | Genesis House Restaurant | New York, NY, USA | $$$ · Korean | Reserve a table | abcV | New York, NY, USA | $$$ · Vegetarian | Reserve a table | Oceans | New York, NY, USA | $$$ · Seafood | Reserve a table | Carlotto | New York, NY, USA | $$$ · Contemporary | Reserve a table | Oiji Mi | New York, NY, USA | $$$$ · Korean | Reserve a table | bōm | New York, NY, USA | $$$$ · Korean | Reserve a table | Gramercy Tavern | New York, NY, USA | $$$$ · Contemporary | Rezdôra | New York, NY, USA | $$$$ · Italian",3
Noreetuh,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noreetuh," New York, NY, USA",$$,Fusion,bib,"Reserve a table | Noreetuh | New York, NY, USA | $$ · Fusion",3
Avant Garden,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/avant-garden," New York, NY, USA",$$,Vegan,,"Reserve a table | Avant Garden | New York, NY, USA | $$ · Vegan",3
Sobaya,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/soba-ya," New York, NY, USA",$,Japanese,bib,"Sobaya | New York, NY, USA | $ · Japanese",3
Miss Lily’s,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/miss-lily-s," New York, NY, USA",$$,Jamaican,,"Miss Lily’s | New York, NY, USA | $$ · Jamaican",3
Claud,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claud," New York, NY, USA",$$$,Contemporary,,"Reserve a table | Claud | New York, NY, USA | $$$ · Contemporary",3
Penny,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/penny," New York, NY, USA",$$$,Seafood,,"Penny | New York, NY, USA | $$$ · Seafood",3
Superiority Burger,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/superiority-burger," New York, NY, USA",$$,Vegetarian,bib,"Superiority Burger | New York, NY, USA | $$ · Vegetarian",3
The Office of Mr. Moto,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-office-at-mr-moto," New York, NY, USA",$$$$,Japanese,,"Reserve a table | The Office of Mr. Moto | New York, NY, USA | $$$$ · Japanese",3
4 Charles Prime Rib,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/4-charles-prime-rib," New York, NY, USA",$$$$,Steakhouse,,"Reserve a table | 4 Charles Prime Rib | New York, NY, USA | $$$$ · Steakhouse",3
Smithereens,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/smithereens," New York, NY, USA",$$$,Seafood,,"Reserve a table | Smithereens | New York, NY, USA | $$$ · Seafood",3
Bar Miller,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-miller," New York, NY, USA",$$$$,Japanese,1 star,"Reserve a table | Bar Miller | New York, NY, USA | $$$$ · Japanese",3
Tsukimi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tsukimi," New York, NY, USA",$$$$,Japanese,1 star,"Tsukimi | New York, NY, USA | $$$$ · Japanese",3
Pranakhon,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/pranakhon," New York, NY, USA",$$$,Thai,bib,"Reserve a table | Pranakhon | New York, NY, USA | $$$ · Thai",3
Rosella,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/rosella," New York, NY, USA",$$$,Japanese,,"Reserve a table | Rosella | New York, NY, USA | $$$ · Japanese",3
Kubeh,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kubeh," New York, NY, USA",$$,Middle Eastern,,"Reserve a table | Kubeh | New York, NY, USA | $$ · Middle Eastern",3
Semma,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/semma," New York, NY, USA",$$$,Indian,1 star,"Semma | New York, NY, USA | $$$ · Indian",3
HAGS,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hags," New York, NY, USA",$$$$,Contemporary,,"HAGS | New York, NY, USA | $$$$ · Contemporary",3
Kanoyama,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama," New York, NY, USA",$$$$,Japanese,,"Reserve a table | Kanoyama | New York, NY, USA | $$$$ · Japanese",3
Momofuku Noodle Bar,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/momofuku-noodle-bar," New York, NY, USA",$$,Asian,bib,"Reserve a table | Momofuku Noodle Bar | New York, NY, USA | $$ · Asian",3
Al Badawi,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/al-badawi," Brooklyn, NY, USA",$$,Middle Eastern,,"Al Badawi | Brooklyn, NY, USA | $$ · Middle Eastern",3
Bánh Anh Em,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/banh-anh-em," New York, NY, USA",$$,Vietnamese,bib,"Bánh Anh Em | New York, NY, USA | $$ · Vietnamese",3
Yellow Rose,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/yellow-rose," New York, NY, USA",$$,Tex-Mex,bib,"Reserve a table | Yellow Rose | New York, NY, USA | $$ · Tex-Mex",3
Bartolo,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bartolo," New York, NY, USA",$$$,Spanish,,"Reserve a table | Bartolo | New York, NY, USA | $$$ · Spanish",3
Odre,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/odre," New York, NY, USA",$$,Korean,bib,"Odre | New York, NY, USA | $$ · Korean",3
Soothr,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/soothr," New York, NY, USA",$$,Thai,,"Reserve a table | Soothr | New York, NY, USA | $$ · Thai",3
Le B,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-b-1210894," New York, NY, USA",$$$$,French,,"Reserve a table | Le B | New York, NY, USA | $$$$ · French",3
Don Angie,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/don-angie," New York, NY, USA",$$$,Italian,,"Reserve a table | Don Angie | New York, NY, USA | $$$ · Italian",3
Kosaka,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka," New York, NY, USA",$$$$,Japanese,1 star,"Reserve a table | Kosaka | New York, NY, USA | $$$$ · Japanese",3
Ishq,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ishq," New York, NY, USA",$$$,Indian,bib,"Ishq | New York, NY, USA | $$$ · Indian",3
Bangkok Supper Club,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bangkok-supper-club," New York, NY, USA",$$$,Thai,,"Bangkok Supper Club | New York, NY, USA | $$$ · Thai",3
Gage & Tollner,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/gage-tollner," Brooklyn, NY, USA",$$$,Steakhouse,,"Reserve a table | Gage & Tollner | Brooklyn, NY, USA | $$$ · Steakhouse",3
The Dining Room at The Guesthouse,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-dining-room-at-the-guesthouse," New York, NY, USA",$$$$,Contemporary,,"Reserve a table | The Dining Room at The Guesthouse | New York, NY, USA | $$$$ · Contemporary",3
Saint Julivert Fisherie,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/saint-julivert-fisherie," Brooklyn, NY, USA",$$$,Seafood,,"Saint Julivert Fisherie | Brooklyn, NY, USA | $$$ · Seafood",3
La Vara,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/la-vara," Brooklyn, NY, USA",$$,Spanish,,"Reserve a table | La Vara | Brooklyn, NY, USA | $$ · Spanish",3
Kanyakumari,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanyakumari," New York, NY, USA",$$$,Indian,,"Kanyakumari | New York, NY, USA | $$$ · Indian",3
Casa Mono,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono," New York, NY, USA",$$$,Spanish,1 star,"Reserve a table | Casa Mono | New York, NY, USA | $$$ · Spanish",3
La Dong,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/la-dong," New York, NY, USA",$$,Vietnamese,bib,"Reserve a table | La Dong | New York, NY, USA | $$ · Vietnamese",3
Kyma,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyma," New York, NY, USA",$$$,Greek,,"Reserve a table | Kyma | New York, NY, USA | $$$ · Greek",3
Sal Tang's,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/sal-tang-s," Brooklyn, NY, USA",$$,Chinese Contemporary,bib,"Sal Tang's | Brooklyn, NY, USA | $$ · Chinese Contemporary",3
Portale,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/portale," New York, NY, USA",$$$,Italian,,"Reserve a table | Portale | New York, NY, USA | $$$ · Italian",3
Genesis House Restaurant,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/genesis-house-restaurant," New York, NY, USA",$$$,Korean,,"Genesis House Restaurant | New York, NY, USA | $$$ · Korean",3
abcV,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/abcv," New York, NY, USA",$$$,Vegetarian,,"Reserve a table | abcV | New York, NY, USA | $$$ · Vegetarian",3
Oceans,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oceans," New York, NY, USA",$$$,Seafood,,"Reserve a table | Oceans | New York, NY, USA | $$$ · Seafood",3
Carlotto,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carlotto," New York, NY, USA",$$$,Contemporary,,"Reserve a table | Carlotto | New York, NY, USA | $$$ · Contemporary",3
Oiji Mi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oiji-mi," New York, NY, USA",$$$$,Korean,1 star,"Reserve a table | Oiji Mi | New York, NY, USA | $$$$ · Korean",3
bōm,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bom," New York, NY, USA",$$$$,Korean,1 star,"Reserve a table | bōm | New York, NY, USA | $$$$ · Korean",3
Gramercy Tavern,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern," New York, NY, USA",$$$$,Contemporary,1 star,"Reserve a table | Gramercy Tavern | New York, NY, USA | $$$$ · Contemporary",3
Rezdôra,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/rezdora-osteria-emiliana," New York, NY, USA",$$$$,Italian,1 star,"Rezdôra | New York, NY, USA | $$$$ · Italian",3
"Yeobo, Darling",https://guide.michelin.com/us/en/california/menlo-park/restaurant/yeobo-darling," Menlo Park, CA, USA",$$$$,Korean Contemporary,,"Reserve a table | New | Yeobo, Darling | Menlo Park, CA, USA | $$$$ · Korean Contemporary",3
Corridor 109,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/corridor-109," Los Angeles, CA, USA",$$$$,Asian Contemporary,,"Reserve a table | New | Corridor 109 | Los Angeles, CA, USA | $$$$ · Asian Contemporary",3
Naides,https://guide.michelin.com/us/en/california/san-francisco/restaurant/naides," San Francisco, CA, USA",$$$$,Filipino,,"Reserve a table | New | Naides | San Francisco, CA, USA | $$$$ · Filipino",3
Little Mountain,https://guide.michelin.com/us/en/california/montecito/restaurant/little-mountain," Montecito, CA, USA",$$$,Californian,,"New | Little Mountain | Montecito, CA, USA | $$$ · Californian",3
Noda,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda," New York, NY, USA",$$$$,"Japanese | Reserve a table | odo | New York, NY, USA | $$$$ · Japanese | Massara | New York, NY, USA | $$$ · Italian | Reserve a table | Mile End | Brooklyn, NY, USA | $ · Deli | Cosme | New York, NY, USA | $$$$ · Mexican | Reserve a table | La Devozione: The Oval | New York, NY, USA | $$$$ · Italian | Untable | Brooklyn, NY, USA | $$ · Thai | Gus's Chop House | Brooklyn, NY, USA | $$$ · Steakhouse | Reserve a table | Crane Club | New York, NY, USA | $$$$ · Steakhouse | Reserve a table | Noz 17 | New York, NY, USA | $$$$ · Japanese | Reserve a table | Novitá | New York, NY, USA | $$$ · Italian | Reserve a table | Coqodaq | New York, NY, USA | $$ · Korean | Aska | Brooklyn, NY, USA | $$$$ · Scandinavian | Cote | New York, NY, USA | $$$$ · Korean | Reserve a table | Jua | New York, NY, USA | $$$$ · Korean | Reserve a table | Shota Omakase | Brooklyn, NY, USA | $$$$ · Japanese | La Tête d’Or | New York, NY, USA | $$$$ · Steakhouse | Reserve a table | Sunday in Brooklyn | Brooklyn, NY, USA | $$$ · American | Reserve a table | Eleven Madison Park | New York, NY, USA | $$$$ · Contemporary | Reserve a table | Junoon | New York, NY, USA | $$$ · Indian | Reserve a table | Glin Thai Bistro | Brooklyn, NY, USA | $$$ · Thai | Reserve a table | Francie | Brooklyn, NY, USA | $$$$ · Contemporary | Reserve a table | Mesiba | Brooklyn, NY, USA | $$$ · Middle Eastern | Reserve a table | Meadowsweet | Brooklyn, NY, USA | $$$$ · Mediterranean Cuisine | Reserve a table | Upland | New York, NY, USA | $$$ · Mediterranean Cuisine | Reserve a table | Il Fiorista | New York, NY, USA | $$$ · Contemporary | Reserve a table | Peter Luger | Brooklyn, NY, USA | $$$$ · Steakhouse | Reserve a table | Café Kestrel | Brooklyn, NY, USA | $$$$ · Contemporary | Atoboy | New York, NY, USA | $$$$ · Korean | Reserve a table | Ulivo | New York, NY, USA | $$$ · Italian | Reserve a table | Café Carmellini | New York, NY, USA | $$$ · Mediterranean Cuisine | The Fifth Avenue Hotel | Reserve a table | Miss Ada | Brooklyn, NY, USA | $$ · Israeli | Red Hook Tavern | Brooklyn, NY, USA | $$$ · American | Reserve a table | Hungry Thirsty | Brooklyn, NY, USA | $$$ · Thai | Reserve a table | Markette | New York, NY, USA | $$$ · Contemporary | Mango Bay | Brooklyn, NY, USA | $$$ · Caribbean | Reserve a table | Atomix | New York, NY, USA | $$$$ · Korean | Reserve a table | Sailor | Brooklyn, NY, USA | $$$ · American | Norma Gastronomia Siciliana | New York, NY, USA | $$ · Italian | Reserve a table | Enso | Brooklyn, NY, USA | $$$$ · Japanese | Reserve a table | 6 Restaurant | Brooklyn, NY, USA | $$$$ · European | Theodora | Brooklyn, NY, USA | $$ · Mediterranean Cuisine | Laser Wolf | Brooklyn, NY, USA | $$$ · Middle Eastern | The Hoxton, Williamsburg | Reserve a table | HanGawi | New York, NY, USA | $$ · Korean | Reserve a table | The Four Horsemen | Brooklyn, NY, USA | $$$$ · American | Reserve a table | Joo Ok | New York, NY, USA | $$$$ · Korean | Reserve a table | Moono | New York, NY, USA | $$$ · Korean | Reserve a table | Hav & Mar | New York, NY, USA | $$$ · Ethiopian",1 star,"Reserve a table | Noda | New York, NY, USA | $$$$ · Japanese | Reserve a table | odo | New York, NY, USA | $$$$ · Japanese | Massara | New York, NY, USA | $$$ · Italian | Reserve a table | Mile End | Brooklyn, NY, USA | $ · Deli | Cosme | New York, NY, USA | $$$$ · Mexican | Reserve a table | La Devozione: The Oval | New York, NY, USA | $$$$ · Italian | Untable | Brooklyn, NY, USA | $$ · Thai | Gus's Chop House | Brooklyn, NY, USA | $$$ · Steakhouse | Reserve a table | Crane Club | New York, NY, USA | $$$$ · Steakhouse | Reserve a table | Noz 17 | New York, NY, USA | $$$$ · Japanese | Reserve a table | Novitá | New York, NY, USA | $$$ · Italian | Reserve a table | Coqodaq | New York, NY, USA | $$ · Korean | Aska | Brooklyn, NY, USA | $$$$ · Scandinavian | Cote | New York, NY, USA | $$$$ · Korean | Reserve a table | Jua | New York, NY, USA | $$$$ · Korean | Reserve a table | Shota Omakase | Brooklyn, NY, USA | $$$$ · Japanese | La Tête d’Or | New York, NY, USA | $$$$ · Steakhouse | Reserve a table | Sunday in Brooklyn | Brooklyn, NY, USA | $$$ · American | Reserve a table | Eleven Madison Park | New York, NY, USA | $$$$ · Contemporary | Reserve a table | Junoon | New York, NY, USA | $$$ · Indian | Reserve a table | Glin Thai Bistro | Brooklyn, NY, USA | $$$ · Thai | Reserve a table | Francie | Brooklyn, NY, USA | $$$$ · Contemporary | Reserve a table | Mesiba | Brooklyn, NY, USA | $$$ · Middle Eastern | Reserve a table | Meadowsweet | Brooklyn, NY, USA | $$$$ · Mediterranean Cuisine | Reserve a table | Upland | New York, NY, USA | $$$ · Mediterranean Cuisine | Reserve a table | Il Fiorista | New York, NY, USA | $$$ · Contemporary | Reserve a table | Peter Luger | Brooklyn, NY, USA | $$$$ · Steakhouse | Reserve a table | Café Kestrel | Brooklyn, NY, USA | $$$$ · Contemporary | Atoboy | New York, NY, USA | $$$$ · Korean | Reserve a table | Ulivo | New York, NY, USA | $$$ · Italian | Reserve a table | Café Carmellini | New York, NY, USA | $$$ · Mediterranean Cuisine | The Fifth Avenue Hotel | Reserve a table | Miss Ada | Brooklyn, NY, USA | $$ · Israeli | Red Hook Tavern | Brooklyn, NY, USA | $$$ · American | Reserve a table | Hungry Thirsty | Brooklyn, NY, USA | $$$ · Thai | Reserve a table | Markette | New York, NY, USA | $$$ · Contemporary | Mango Bay | Brooklyn, NY, USA | $$$ · Caribbean | Reserve a table | Atomix | New York, NY, USA | $$$$ · Korean | Reserve a table | Sailor | Brooklyn, NY, USA | $$$ · American | Norma Gastronomia Siciliana | New York, NY, USA | $$ · Italian | Reserve a table | Enso | Brooklyn, NY, USA | $$$$ · Japanese | Reserve a table | 6 Restaurant | Brooklyn, NY, USA | $$$$ · European | Theodora | Brooklyn, NY, USA | $$ · Mediterranean Cuisine | Laser Wolf | Brooklyn, NY, USA | $$$ · Middle Eastern | The Hoxton, Williamsburg | Reserve a table | HanGawi | New York, NY, USA | $$ · Korean | Reserve a table | The Four Horsemen | Brooklyn, NY, USA | $$$$ · American | Reserve a table | Joo Ok | New York, NY, USA | $$$$ · Korean | Reserve a table | Moono | New York, NY, USA | $$$ · Korean | Reserve a table | Hav & Mar | New York, NY, USA | $$$ · Ethiopian",4
Noda,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda," New York, NY, USA",$$$$,Japanese,1 star,"Reserve a table | Noda | New York, NY, USA | $$$$ · Japanese",4
odo,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/odo," New York, NY, USA",$$$$,Japanese,2 star,"Reserve a table | odo | New York, NY, USA | $$$$ · Japanese",4
Massara,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/massara," New York, NY, USA",$$$,Italian,,"Massara | New York, NY, USA | $$$ · Italian",4
